gene_name,gene_id,Transcript Flag,num_tss,num_tss_binned
ABO,ENSG00000175164.16,GENCODE Primary,2,2
ABO,ENSG00000175164.16,Protein Coding (contains an ORF),2,2
ABR,ENSG00000159842.16,GENCODE Basic,7,7
ABR,ENSG00000159842.16,GENCODE Comprehensive,35,>10
ABR,ENSG00000159842.16,GENCODE Primary,4,4
ABR,ENSG00000159842.16,Protein Coding (contains an ORF),15,>10
ABRA,ENSG00000174429.4,GENCODE Basic,1,1
ABRA,ENSG00000174429.4,GENCODE Comprehensive,1,1
ABRA,ENSG00000174429.4,GENCODE Primary,1,1
ABRA,ENSG00000174429.4,Protein Coding (contains an ORF),1,1
ABRACL,ENSG00000146386.8,GENCODE Basic,2,2
ABRACL,ENSG00000146386.8,GENCODE Comprehensive,2,2
ABRACL,ENSG00000146386.8,GENCODE Primary,1,1
ABRACL,ENSG00000146386.8,Protein Coding (contains an ORF),2,2
ABRAXAS1,ENSG00000163322.14,GENCODE Basic,3,3
ABRAXAS1,ENSG00000163322.14,GENCODE Comprehensive,7,7
ABRAXAS1,ENSG00000163322.14,GENCODE Primary,1,1
ABRAXAS1,ENSG00000163322.14,Protein Coding (contains an ORF),5,5
ABRAXAS2,ENSG00000165660.8,GENCODE Basic,1,1
ABRAXAS2,ENSG00000165660.8,GENCODE Comprehensive,1,1
ABRAXAS2,ENSG00000165660.8,GENCODE Primary,1,1
ABRAXAS2,ENSG00000165660.8,Protein Coding (contains an ORF),1,1
ABT1,ENSG00000146109.5,GENCODE Basic,1,1
ABT1,ENSG00000146109.5,GENCODE Comprehensive,1,1
ABT1,ENSG00000146109.5,GENCODE Primary,1,1
ABT1,ENSG00000146109.5,Protein Coding (contains an ORF),1,1
ABTB1,ENSG00000114626.18,GENCODE Basic,3,3
ABTB1,ENSG00000114626.18,GENCODE Comprehensive,13,>10
ABTB1,ENSG00000114626.18,GENCODE Primary,3,3
ABTB1,ENSG00000114626.18,Protein Coding (contains an ORF),3,3
ABTB2,ENSG00000166016.6,GENCODE Basic,1,1
ABTB2,ENSG00000166016.6,GENCODE Comprehensive,2,2
ABTB2,ENSG00000166016.6,GENCODE Primary,1,1
ABTB2,ENSG00000166016.6,Protein Coding (contains an ORF),1,1
ABTB3,ENSG00000151136.15,GENCODE Basic,5,5
ABTB3,ENSG00000151136.15,GENCODE Comprehensive,7,7
ABTB3,ENSG00000151136.15,GENCODE Primary,4,4
ABTB3,ENSG00000151136.15,Protein Coding (contains an ORF),7,7
ACAA1,ENSG00000060971.19,GENCODE Basic,3,3
ACAA1,ENSG00000060971.19,GENCODE Comprehensive,16,>10
ACAA1,ENSG00000060971.19,GENCODE Primary,2,2
ACAA1,ENSG00000060971.19,Protein Coding (contains an ORF),5,5
ACAA2,ENSG00000167315.18,GENCODE Basic,3,3
ACAA2,ENSG00000167315.18,GENCODE Comprehensive,6,6
ACAA2,ENSG00000167315.18,GENCODE Primary,1,1
ACAA2,ENSG00000167315.18,Protein Coding (contains an ORF),5,5
ACACA,ENSG00000278540.5,GENCODE Basic,4,4
ACACA,ENSG00000278540.5,GENCODE Comprehensive,20,>10
ACACA,ENSG00000278540.5,GENCODE Primary,2,2
ACACA,ENSG00000278540.5,Protein Coding (contains an ORF),8,8
ACACB,ENSG00000076555.16,GENCODE Basic,2,2
ACACB,ENSG00000076555.16,GENCODE Comprehensive,14,>10
ACACB,ENSG00000076555.16,GENCODE Primary,1,1
ACACB,ENSG00000076555.16,Protein Coding (contains an ORF),4,4
ACAD10,ENSG00000111271.15,GENCODE Basic,3,3
ACAD10,ENSG00000111271.15,GENCODE Comprehensive,21,>10
ACAD10,ENSG00000111271.15,GENCODE Primary,2,2
ACAD10,ENSG00000111271.15,Protein Coding (contains an ORF),8,8
ACAD11,ENSG00000240303.8,GENCODE Basic,2,2
ACAD11,ENSG00000240303.8,GENCODE Comprehensive,10,10
ACAD11,ENSG00000240303.8,GENCODE Primary,2,2
ACAD11,ENSG00000240303.8,Protein Coding (contains an ORF),2,2
ACAD8,ENSG00000151498.12,GENCODE Basic,2,2
ACAD8,ENSG00000151498.12,GENCODE Comprehensive,15,>10
ACAD8,ENSG00000151498.12,GENCODE Primary,2,2
ACAD8,ENSG00000151498.12,Protein Coding (contains an ORF),2,2
ACAD9,ENSG00000177646.20,GENCODE Basic,5,5
ACAD9,ENSG00000177646.20,GENCODE Comprehensive,14,>10
ACAD9,ENSG00000177646.20,GENCODE Primary,1,1
ACAD9,ENSG00000177646.20,Protein Coding (contains an ORF),6,6
ACADL,ENSG00000115361.8,GENCODE Basic,1,1
ACADL,ENSG00000115361.8,GENCODE Comprehensive,4,4
ACADL,ENSG00000115361.8,GENCODE Primary,1,1
ACADL,ENSG00000115361.8,Protein Coding (contains an ORF),1,1
ACADM,ENSG00000117054.15,GENCODE Basic,5,5
ACADM,ENSG00000117054.15,GENCODE Comprehensive,23,>10
ACADM,ENSG00000117054.15,GENCODE Primary,2,2
ACADM,ENSG00000117054.15,Protein Coding (contains an ORF),5,5
ACADS,ENSG00000122971.9,GENCODE Basic,2,2
ACADS,ENSG00000122971.9,GENCODE Comprehensive,3,3
ACADS,ENSG00000122971.9,GENCODE Primary,1,1
ACADS,ENSG00000122971.9,Protein Coding (contains an ORF),2,2
ACADSB,ENSG00000196177.13,GENCODE Basic,2,2
ACADSB,ENSG00000196177.13,GENCODE Comprehensive,4,4
ACADSB,ENSG00000196177.13,GENCODE Primary,2,2
ACADSB,ENSG00000196177.13,Protein Coding (contains an ORF),2,2
ACADVL,ENSG00000072778.20,GENCODE Basic,3,3
ACADVL,ENSG00000072778.20,GENCODE Comprehensive,33,>10
ACADVL,ENSG00000072778.20,GENCODE Primary,3,3
ACADVL,ENSG00000072778.20,Protein Coding (contains an ORF),8,8
ACAN,ENSG00000157766.19,GENCODE Basic,4,4
ACAN,ENSG00000157766.19,GENCODE Comprehensive,6,6
ACAN,ENSG00000157766.19,GENCODE Primary,4,4
ACAN,ENSG00000157766.19,Protein Coding (contains an ORF),5,5
ACAP1,ENSG00000072818.12,GENCODE Basic,1,1
ACAP1,ENSG00000072818.12,GENCODE Comprehensive,12,>10
ACAP1,ENSG00000072818.12,GENCODE Primary,1,1
ACAP1,ENSG00000072818.12,Protein Coding (contains an ORF),3,3
ACAP2,ENSG00000114331.16,GENCODE Basic,2,2
ACAP2,ENSG00000114331.16,GENCODE Comprehensive,15,>10
ACAP2,ENSG00000114331.16,GENCODE Primary,2,2
ACAP2,ENSG00000114331.16,Protein Coding (contains an ORF),6,6
ACAP3,ENSG00000131584.19,GENCODE Basic,2,2
ACAP3,ENSG00000131584.19,GENCODE Comprehensive,13,>10
ACAP3,ENSG00000131584.19,GENCODE Primary,2,2
ACAP3,ENSG00000131584.19,Protein Coding (contains an ORF),2,2
ACAT1,ENSG00000075239.15,GENCODE Basic,3,3
ACAT1,ENSG00000075239.15,GENCODE Comprehensive,16,>10
ACAT1,ENSG00000075239.15,GENCODE Primary,2,2
ACAT1,ENSG00000075239.15,Protein Coding (contains an ORF),4,4
ACAT2,ENSG00000120437.9,GENCODE Basic,1,1
ACAT2,ENSG00000120437.9,GENCODE Comprehensive,3,3
ACAT2,ENSG00000120437.9,GENCODE Primary,1,1
ACAT2,ENSG00000120437.9,Protein Coding (contains an ORF),1,1
ACBD3,ENSG00000182827.9,GENCODE Basic,1,1
ACBD3,ENSG00000182827.9,GENCODE Comprehensive,2,2
ACBD3,ENSG00000182827.9,GENCODE Primary,1,1
ACBD3,ENSG00000182827.9,Protein Coding (contains an ORF),1,1
ACBD4,ENSG00000181513.15,GENCODE Basic,6,6
ACBD4,ENSG00000181513.15,GENCODE Comprehensive,13,>10
ACBD4,ENSG00000181513.15,GENCODE Primary,2,2
ACBD4,ENSG00000181513.15,Protein Coding (contains an ORF),6,6
ACBD5,ENSG00000107897.20,GENCODE Basic,19,>10
ACBD5,ENSG00000107897.20,GENCODE Comprehensive,25,>10
ACBD5,ENSG00000107897.20,GENCODE Primary,13,>10
ACBD5,ENSG00000107897.20,Protein Coding (contains an ORF),21,>10
ACBD6,ENSG00000230124.8,GENCODE Basic,2,2
ACBD6,ENSG00000230124.8,GENCODE Comprehensive,7,7
ACBD6,ENSG00000230124.8,GENCODE Primary,2,2
ACBD6,ENSG00000230124.8,Protein Coding (contains an ORF),2,2
ACBD7,ENSG00000176244.7,GENCODE Basic,1,1
ACBD7,ENSG00000176244.7,GENCODE Comprehensive,2,2
ACBD7,ENSG00000176244.7,GENCODE Primary,1,1
ACBD7,ENSG00000176244.7,Protein Coding (contains an ORF),1,1
ACCS,ENSG00000110455.14,GENCODE Basic,1,1
ACCS,ENSG00000110455.14,GENCODE Comprehensive,12,>10
ACCS,ENSG00000110455.14,GENCODE Primary,1,1
ACCS,ENSG00000110455.14,Protein Coding (contains an ORF),3,3
ACCSL,ENSG00000205126.2,GENCODE Basic,1,1
ACCSL,ENSG00000205126.2,GENCODE Comprehensive,2,2
ACCSL,ENSG00000205126.2,GENCODE Primary,1,1
ACCSL,ENSG00000205126.2,Protein Coding (contains an ORF),1,1
ACD,ENSG00000102977.18,GENCODE Basic,6,6
ACD,ENSG00000102977.18,GENCODE Comprehensive,29,>10
ACD,ENSG00000102977.18,GENCODE Primary,5,5
ACD,ENSG00000102977.18,Protein Coding (contains an ORF),6,6
ACE,ENSG00000159640.17,GENCODE Basic,3,3
ACE,ENSG00000159640.17,GENCODE Comprehensive,15,>10
ACE,ENSG00000159640.17,GENCODE Primary,1,1
ACE,ENSG00000159640.17,Protein Coding (contains an ORF),5,5
ACE2,ENSG00000130234.13,GENCODE Basic,5,5
ACE2,ENSG00000130234.13,GENCODE Comprehensive,7,7
ACE2,ENSG00000130234.13,GENCODE Primary,2,2
ACE2,ENSG00000130234.13,Protein Coding (contains an ORF),5,5
ACER1,ENSG00000167769.5,GENCODE Basic,1,1
ACER1,ENSG00000167769.5,GENCODE Comprehensive,1,1
ACER1,ENSG00000167769.5,GENCODE Primary,1,1
ACER1,ENSG00000167769.5,Protein Coding (contains an ORF),1,1
ACER2,ENSG00000177076.6,GENCODE Basic,1,1
ACER2,ENSG00000177076.6,GENCODE Comprehensive,1,1
ACER2,ENSG00000177076.6,GENCODE Primary,1,1
ACER2,ENSG00000177076.6,Protein Coding (contains an ORF),1,1
ACER3,ENSG00000078124.13,GENCODE Basic,5,5
ACER3,ENSG00000078124.13,GENCODE Comprehensive,28,>10
ACER3,ENSG00000078124.13,GENCODE Primary,3,3
ACER3,ENSG00000078124.13,Protein Coding (contains an ORF),6,6
ACHE,ENSG00000087085.16,GENCODE Basic,5,5
ACHE,ENSG00000087085.16,GENCODE Comprehensive,9,9
ACHE,ENSG00000087085.16,GENCODE Primary,5,5
ACHE,ENSG00000087085.16,Protein Coding (contains an ORF),8,8
ACIN1,ENSG00000100813.15,GENCODE Basic,6,6
ACIN1,ENSG00000100813.15,GENCODE Comprehensive,21,>10
ACIN1,ENSG00000100813.15,GENCODE Primary,6,6
ACIN1,ENSG00000100813.15,Protein Coding (contains an ORF),7,7
ACKR1,ENSG00000213088.14,GENCODE Basic,1,1
ACKR1,ENSG00000213088.14,GENCODE Comprehensive,2,2
ACKR1,ENSG00000213088.14,GENCODE Primary,1,1
ACKR1,ENSG00000213088.14,Protein Coding (contains an ORF),1,1
ACKR2,ENSG00000144648.16,GENCODE Basic,2,2
ACKR2,ENSG00000144648.16,GENCODE Comprehensive,11,>10
ACKR2,ENSG00000144648.16,GENCODE Primary,2,2
ACKR2,ENSG00000144648.16,Protein Coding (contains an ORF),6,6
ACKR3,ENSG00000144476.6,GENCODE Basic,1,1
ACKR3,ENSG00000144476.6,GENCODE Comprehensive,2,2
ACKR3,ENSG00000144476.6,GENCODE Primary,1,1
ACKR3,ENSG00000144476.6,Protein Coding (contains an ORF),2,2
ACKR4,ENSG00000129048.7,GENCODE Basic,1,1
ACKR4,ENSG00000129048.7,GENCODE Comprehensive,2,2
ACKR4,ENSG00000129048.7,GENCODE Primary,1,1
ACKR4,ENSG00000129048.7,Protein Coding (contains an ORF),1,1
ACLY,ENSG00000131473.17,GENCODE Basic,5,5
ACLY,ENSG00000131473.17,GENCODE Comprehensive,8,8
ACLY,ENSG00000131473.17,GENCODE Primary,4,4
ACLY,ENSG00000131473.17,Protein Coding (contains an ORF),6,6
ACMSD,ENSG00000153086.14,GENCODE Basic,2,2
ACMSD,ENSG00000153086.14,GENCODE Comprehensive,3,3
ACMSD,ENSG00000153086.14,GENCODE Primary,2,2
ACMSD,ENSG00000153086.14,Protein Coding (contains an ORF),2,2
ACO1,ENSG00000122729.19,GENCODE Basic,3,3
ACO1,ENSG00000122729.19,GENCODE Comprehensive,3,3
ACO1,ENSG00000122729.19,GENCODE Primary,1,1
ACO1,ENSG00000122729.19,Protein Coding (contains an ORF),3,3
ACO2,ENSG00000100412.17,GENCODE Basic,6,6
ACO2,ENSG00000100412.17,GENCODE Comprehensive,17,>10
ACO2,ENSG00000100412.17,GENCODE Primary,2,2
ACO2,ENSG00000100412.17,Protein Coding (contains an ORF),6,6
ACOD1,ENSG00000102794.11,GENCODE Basic,1,1
ACOD1,ENSG00000102794.11,GENCODE Comprehensive,1,1
ACOD1,ENSG00000102794.11,GENCODE Primary,1,1
ACOD1,ENSG00000102794.11,Protein Coding (contains an ORF),1,1
ACOT1,ENSG00000184227.8,GENCODE Basic,2,2
ACOT1,ENSG00000184227.8,GENCODE Comprehensive,2,2
ACOT1,ENSG00000184227.8,GENCODE Primary,1,1
ACOT1,ENSG00000184227.8,Protein Coding (contains an ORF),2,2
ACOT11,ENSG00000162390.18,GENCODE Basic,1,1
ACOT11,ENSG00000162390.18,GENCODE Comprehensive,4,4
ACOT11,ENSG00000162390.18,GENCODE Primary,1,1
ACOT11,ENSG00000162390.18,Protein Coding (contains an ORF),1,1
ACOT12,ENSG00000172497.9,GENCODE Basic,2,2
ACOT12,ENSG00000172497.9,GENCODE Comprehensive,4,4
ACOT12,ENSG00000172497.9,GENCODE Primary,2,2
ACOT12,ENSG00000172497.9,Protein Coding (contains an ORF),2,2
ACOT13,ENSG00000112304.11,GENCODE Basic,2,2
ACOT13,ENSG00000112304.11,GENCODE Comprehensive,3,3
ACOT13,ENSG00000112304.11,GENCODE Primary,1,1
ACOT13,ENSG00000112304.11,Protein Coding (contains an ORF),2,2
ACOT2,ENSG00000119673.16,GENCODE Basic,2,2
ACOT2,ENSG00000119673.16,GENCODE Comprehensive,4,4
ACOT2,ENSG00000119673.16,GENCODE Primary,1,1
ACOT2,ENSG00000119673.16,Protein Coding (contains an ORF),2,2
ACOT4,ENSG00000177465.5,GENCODE Basic,1,1
ACOT4,ENSG00000177465.5,GENCODE Comprehensive,1,1
ACOT4,ENSG00000177465.5,GENCODE Primary,1,1
ACOT4,ENSG00000177465.5,Protein Coding (contains an ORF),1,1
ACOT6,ENSG00000205669.4,GENCODE Basic,2,2
ACOT6,ENSG00000205669.4,GENCODE Comprehensive,3,3
ACOT6,ENSG00000205669.4,GENCODE Primary,2,2
ACOT6,ENSG00000205669.4,Protein Coding (contains an ORF),3,3
ACOT7,ENSG00000097021.21,GENCODE Basic,5,5
ACOT7,ENSG00000097021.21,GENCODE Comprehensive,7,7
ACOT7,ENSG00000097021.21,GENCODE Primary,2,2
ACOT7,ENSG00000097021.21,Protein Coding (contains an ORF),6,6
ACOT8,ENSG00000101473.17,GENCODE Basic,3,3
ACOT8,ENSG00000101473.17,GENCODE Comprehensive,12,>10
ACOT8,ENSG00000101473.17,GENCODE Primary,1,1
ACOT8,ENSG00000101473.17,Protein Coding (contains an ORF),6,6
ACOT9,ENSG00000123130.17,GENCODE Basic,3,3
ACOT9,ENSG00000123130.17,GENCODE Comprehensive,7,7
ACOT9,ENSG00000123130.17,GENCODE Primary,2,2
ACOT9,ENSG00000123130.17,Protein Coding (contains an ORF),4,4
ACOX1,ENSG00000161533.12,GENCODE Basic,1,1
ACOX1,ENSG00000161533.12,GENCODE Comprehensive,11,>10
ACOX1,ENSG00000161533.12,GENCODE Primary,1,1
ACOX1,ENSG00000161533.12,Protein Coding (contains an ORF),5,5
ACOX2,ENSG00000168306.13,GENCODE Basic,2,2
ACOX2,ENSG00000168306.13,GENCODE Comprehensive,13,>10
ACOX2,ENSG00000168306.13,GENCODE Primary,2,2
ACOX2,ENSG00000168306.13,Protein Coding (contains an ORF),3,3
ACOX3,ENSG00000087008.16,GENCODE Basic,2,2
ACOX3,ENSG00000087008.16,GENCODE Comprehensive,7,7
ACOX3,ENSG00000087008.16,GENCODE Primary,1,1
ACOX3,ENSG00000087008.16,Protein Coding (contains an ORF),3,3
ACOXL,ENSG00000153093.21,GENCODE Basic,3,3
ACOXL,ENSG00000153093.21,GENCODE Comprehensive,10,10
ACOXL,ENSG00000153093.21,GENCODE Primary,2,2
ACOXL,ENSG00000153093.21,Protein Coding (contains an ORF),7,7
ACP1,ENSG00000143727.16,GENCODE Basic,4,4
ACP1,ENSG00000143727.16,GENCODE Comprehensive,11,>10
ACP1,ENSG00000143727.16,GENCODE Primary,3,3
ACP1,ENSG00000143727.16,Protein Coding (contains an ORF),4,4
ACP2,ENSG00000134575.13,GENCODE Basic,6,6
ACP2,ENSG00000134575.13,GENCODE Comprehensive,11,>10
ACP2,ENSG00000134575.13,GENCODE Primary,3,3
ACP2,ENSG00000134575.13,Protein Coding (contains an ORF),7,7
ACP3,ENSG00000014257.17,GENCODE Basic,2,2
ACP3,ENSG00000014257.17,GENCODE Comprehensive,8,8
ACP3,ENSG00000014257.17,GENCODE Primary,1,1
ACP3,ENSG00000014257.17,Protein Coding (contains an ORF),4,4
ACP4,ENSG00000142513.6,GENCODE Basic,1,1
ACP4,ENSG00000142513.6,GENCODE Comprehensive,1,1
ACP4,ENSG00000142513.6,GENCODE Primary,1,1
ACP4,ENSG00000142513.6,Protein Coding (contains an ORF),1,1
ACP5,ENSG00000102575.14,GENCODE Basic,15,>10
ACP5,ENSG00000102575.14,GENCODE Comprehensive,22,>10
ACP5,ENSG00000102575.14,GENCODE Primary,6,6
ACP5,ENSG00000102575.14,Protein Coding (contains an ORF),15,>10
ACP6,ENSG00000162836.12,GENCODE Basic,3,3
ACP6,ENSG00000162836.12,GENCODE Comprehensive,10,10
ACP6,ENSG00000162836.12,GENCODE Primary,2,2
ACP6,ENSG00000162836.12,Protein Coding (contains an ORF),6,6
ACP7,ENSG00000183760.11,GENCODE Basic,2,2
ACP7,ENSG00000183760.11,GENCODE Comprehensive,4,4
ACP7,ENSG00000183760.11,GENCODE Primary,2,2
ACP7,ENSG00000183760.11,Protein Coding (contains an ORF),3,3
ACR,ENSG00000100312.11,GENCODE Basic,2,2
ACR,ENSG00000100312.11,GENCODE Comprehensive,4,4
ACR,ENSG00000100312.11,GENCODE Primary,1,1
ACR,ENSG00000100312.11,Protein Coding (contains an ORF),2,2
ACRBP,ENSG00000111644.8,GENCODE Basic,3,3
ACRBP,ENSG00000111644.8,GENCODE Comprehensive,8,8
ACRBP,ENSG00000111644.8,GENCODE Primary,3,3
ACRBP,ENSG00000111644.8,Protein Coding (contains an ORF),4,4
ACRV1,ENSG00000134940.14,GENCODE Basic,3,3
ACRV1,ENSG00000134940.14,GENCODE Comprehensive,3,3
ACRV1,ENSG00000134940.14,GENCODE Primary,3,3
ACRV1,ENSG00000134940.14,Protein Coding (contains an ORF),3,3
ACSBG1,ENSG00000103740.10,GENCODE Basic,2,2
ACSBG1,ENSG00000103740.10,GENCODE Comprehensive,11,>10
ACSBG1,ENSG00000103740.10,GENCODE Primary,1,1
ACSBG1,ENSG00000103740.10,Protein Coding (contains an ORF),5,5
ACSBG2,ENSG00000130377.14,GENCODE Basic,5,5
ACSBG2,ENSG00000130377.14,GENCODE Comprehensive,15,>10
ACSBG2,ENSG00000130377.14,GENCODE Primary,3,3
ACSBG2,ENSG00000130377.14,Protein Coding (contains an ORF),8,8
ACSF2,ENSG00000167107.13,GENCODE Basic,3,3
ACSF2,ENSG00000167107.13,GENCODE Comprehensive,21,>10
ACSF2,ENSG00000167107.13,GENCODE Primary,2,2
ACSF2,ENSG00000167107.13,Protein Coding (contains an ORF),3,3
ACSF3,ENSG00000176715.17,GENCODE Basic,3,3
ACSF3,ENSG00000176715.17,GENCODE Comprehensive,18,>10
ACSF3,ENSG00000176715.17,GENCODE Primary,3,3
ACSF3,ENSG00000176715.17,Protein Coding (contains an ORF),11,>10
ACSL1,ENSG00000151726.16,GENCODE Basic,13,>10
ACSL1,ENSG00000151726.16,GENCODE Comprehensive,15,>10
ACSL1,ENSG00000151726.16,GENCODE Primary,4,4
ACSL1,ENSG00000151726.16,Protein Coding (contains an ORF),13,>10
ACSL3,ENSG00000123983.15,GENCODE Basic,10,10
ACSL3,ENSG00000123983.15,GENCODE Comprehensive,19,>10
ACSL3,ENSG00000123983.15,GENCODE Primary,4,4
ACSL3,ENSG00000123983.15,Protein Coding (contains an ORF),12,>10
ACSL4,ENSG00000068366.21,GENCODE Basic,8,8
ACSL4,ENSG00000068366.21,GENCODE Comprehensive,15,>10
ACSL4,ENSG00000068366.21,GENCODE Primary,7,7
ACSL4,ENSG00000068366.21,Protein Coding (contains an ORF),9,9
ACSL5,ENSG00000197142.11,GENCODE Basic,5,5
ACSL5,ENSG00000197142.11,GENCODE Comprehensive,8,8
ACSL5,ENSG00000197142.11,GENCODE Primary,2,2
ACSL5,ENSG00000197142.11,Protein Coding (contains an ORF),5,5
ACSL6,ENSG00000164398.15,GENCODE Basic,12,>10
ACSL6,ENSG00000164398.15,GENCODE Comprehensive,31,>10
ACSL6,ENSG00000164398.15,GENCODE Primary,4,4
ACSL6,ENSG00000164398.15,Protein Coding (contains an ORF),16,>10
ACSM1,ENSG00000166743.10,GENCODE Basic,2,2
ACSM1,ENSG00000166743.10,GENCODE Comprehensive,5,5
ACSM1,ENSG00000166743.10,GENCODE Primary,1,1
ACSM1,ENSG00000166743.10,Protein Coding (contains an ORF),4,4
ACSM2A,ENSG00000183747.12,GENCODE Basic,5,5
ACSM2A,ENSG00000183747.12,GENCODE Comprehensive,16,>10
ACSM2A,ENSG00000183747.12,GENCODE Primary,2,2
ACSM2A,ENSG00000183747.12,Protein Coding (contains an ORF),8,8
ACSM2B,ENSG00000066813.14,GENCODE Basic,5,5
ACSM2B,ENSG00000066813.14,GENCODE Comprehensive,19,>10
ACSM2B,ENSG00000066813.14,GENCODE Primary,1,1
ACSM2B,ENSG00000066813.14,Protein Coding (contains an ORF),11,>10
ACSM3,ENSG00000005187.12,GENCODE Basic,2,2
ACSM3,ENSG00000005187.12,GENCODE Comprehensive,15,>10
ACSM3,ENSG00000005187.12,GENCODE Primary,2,2
ACSM3,ENSG00000005187.12,Protein Coding (contains an ORF),9,9
ACSM4,ENSG00000215009.6,GENCODE Basic,1,1
ACSM4,ENSG00000215009.6,GENCODE Comprehensive,2,2
ACSM4,ENSG00000215009.6,GENCODE Primary,1,1
ACSM4,ENSG00000215009.6,Protein Coding (contains an ORF),1,1
ACSM5,ENSG00000183549.10,GENCODE Basic,2,2
ACSM5,ENSG00000183549.10,GENCODE Comprehensive,6,6
ACSM5,ENSG00000183549.10,GENCODE Primary,1,1
ACSM5,ENSG00000183549.10,Protein Coding (contains an ORF),2,2
ACSM6,ENSG00000173124.15,GENCODE Basic,1,1
ACSM6,ENSG00000173124.15,GENCODE Comprehensive,3,3
ACSM6,ENSG00000173124.15,GENCODE Primary,1,1
ACSM6,ENSG00000173124.15,Protein Coding (contains an ORF),1,1
ACSS1,ENSG00000154930.15,GENCODE Basic,4,4
ACSS1,ENSG00000154930.15,GENCODE Comprehensive,5,5
ACSS1,ENSG00000154930.15,GENCODE Primary,3,3
ACSS1,ENSG00000154930.15,Protein Coding (contains an ORF),4,4
ACSS2,ENSG00000131069.20,GENCODE Basic,2,2
ACSS2,ENSG00000131069.20,GENCODE Comprehensive,20,>10
ACSS2,ENSG00000131069.20,GENCODE Primary,1,1
ACSS2,ENSG00000131069.20,Protein Coding (contains an ORF),5,5
ACSS3,ENSG00000111058.8,GENCODE Basic,2,2
ACSS3,ENSG00000111058.8,GENCODE Comprehensive,10,10
ACSS3,ENSG00000111058.8,GENCODE Primary,2,2
ACSS3,ENSG00000111058.8,Protein Coding (contains an ORF),3,3
ACTA1,ENSG00000143632.15,GENCODE Basic,3,3
ACTA1,ENSG00000143632.15,GENCODE Comprehensive,3,3
ACTA1,ENSG00000143632.15,GENCODE Primary,3,3
ACTA1,ENSG00000143632.15,Protein Coding (contains an ORF),3,3
ACTA2,ENSG00000107796.14,GENCODE Basic,6,6
ACTA2,ENSG00000107796.14,GENCODE Comprehensive,6,6
ACTA2,ENSG00000107796.14,GENCODE Primary,3,3
ACTA2,ENSG00000107796.14,Protein Coding (contains an ORF),6,6
ACTB,ENSG00000075624.17,GENCODE Basic,7,7
ACTB,ENSG00000075624.17,GENCODE Comprehensive,16,>10
ACTB,ENSG00000075624.17,GENCODE Primary,4,4
ACTB,ENSG00000075624.17,Protein Coding (contains an ORF),12,>10
ACTBL2,ENSG00000169067.4,GENCODE Basic,1,1
ACTBL2,ENSG00000169067.4,GENCODE Comprehensive,1,1
ACTBL2,ENSG00000169067.4,GENCODE Primary,1,1
ACTBL2,ENSG00000169067.4,Protein Coding (contains an ORF),1,1
ACTC1,ENSG00000159251.10,GENCODE Basic,2,2
ACTC1,ENSG00000159251.10,GENCODE Comprehensive,7,7
ACTC1,ENSG00000159251.10,GENCODE Primary,1,1
ACTC1,ENSG00000159251.10,Protein Coding (contains an ORF),2,2
ACTG1,ENSG00000184009.13,GENCODE Basic,11,>10
ACTG1,ENSG00000184009.13,GENCODE Comprehensive,19,>10
ACTG1,ENSG00000184009.13,GENCODE Primary,3,3
ACTG1,ENSG00000184009.13,Protein Coding (contains an ORF),11,>10
ACTG2,ENSG00000163017.14,GENCODE Basic,3,3
ACTG2,ENSG00000163017.14,GENCODE Comprehensive,5,5
ACTG2,ENSG00000163017.14,GENCODE Primary,1,1
ACTG2,ENSG00000163017.14,Protein Coding (contains an ORF),3,3
ACTL10,ENSG00000288649.2,GENCODE Basic,1,1
ACTL10,ENSG00000288649.2,GENCODE Comprehensive,1,1
ACTL10,ENSG00000288649.2,GENCODE Primary,1,1
ACTL10,ENSG00000288649.2,Protein Coding (contains an ORF),1,1
ACTL6A,ENSG00000136518.17,GENCODE Basic,3,3
ACTL6A,ENSG00000136518.17,GENCODE Comprehensive,13,>10
ACTL6A,ENSG00000136518.17,GENCODE Primary,1,1
ACTL6A,ENSG00000136518.17,Protein Coding (contains an ORF),4,4
ACTL6B,ENSG00000077080.10,GENCODE Basic,1,1
ACTL6B,ENSG00000077080.10,GENCODE Comprehensive,6,6
ACTL6B,ENSG00000077080.10,GENCODE Primary,1,1
ACTL6B,ENSG00000077080.10,Protein Coding (contains an ORF),2,2
ACTL7A,ENSG00000187003.7,GENCODE Basic,1,1
ACTL7A,ENSG00000187003.7,GENCODE Comprehensive,1,1
ACTL7A,ENSG00000187003.7,GENCODE Primary,1,1
ACTL7A,ENSG00000187003.7,Protein Coding (contains an ORF),1,1
ACTL7B,ENSG00000148156.8,GENCODE Basic,1,1
ACTL7B,ENSG00000148156.8,GENCODE Comprehensive,1,1
ACTL7B,ENSG00000148156.8,GENCODE Primary,1,1
ACTL7B,ENSG00000148156.8,Protein Coding (contains an ORF),1,1
ACTL8,ENSG00000117148.8,GENCODE Basic,2,2
ACTL8,ENSG00000117148.8,GENCODE Comprehensive,2,2
ACTL8,ENSG00000117148.8,GENCODE Primary,2,2
ACTL8,ENSG00000117148.8,Protein Coding (contains an ORF),2,2
ACTL9,ENSG00000181786.6,GENCODE Basic,1,1
ACTL9,ENSG00000181786.6,GENCODE Comprehensive,1,1
ACTL9,ENSG00000181786.6,GENCODE Primary,1,1
